Replication,Elective_App_WT,Elective_Scan_WT,Urgent_Scan_WT,Overtime,Objective_Value
0,34.0101358795324,0.07051949659797692,1.7068612493964839,0.6959434139455609,0.3920925349301593
1,73.19714430878483,0.06982453921995989,1.8148240784857501,0.7624228947480428,0.6373444073840406
2,83.80344854862297,0.06987709122529864,1.93727931534806,0.7571467922468921,0.714083308145556
3,32.956963349296046,0.06908490643359955,1.7609245955925685,0.7159299043430619,0.3918306892878412
4,32.15264394486722,0.06842455796917592,1.698189989712423,0.7159388082369305,0.38007256202082806
5,43.02693102006235,0.06928673885796162,1.7898605821077165,0.7234640683091376,0.4549860826551968
6,176.10984810030493,0.07400738724103544,1.8078487841369961,0.7485479638796535,1.2491449924852909
7,57.19992693915343,0.06908706154872142,1.7577865389783593,0.771146355951675,0.5357853710322389
8,40.968307286834396,0.06954791474350258,1.778463212878519,0.6811620203289378,0.44146599559861155
9,69.16921588734775,0.06763689920818133,1.7941472071329896,0.8081965078148187,0.6110712128204179
10,75.78818176859238,0.06992894836211445,1.7265931477836214,0.7388745312082409,0.6429638126620236
11,27.361694659982113,0.0699106531895732,1.7387699587251277,0.7440332938536003,0.35606389219951085
12,44.56307832242003,0.06817009657475116,1.7555827765204663,0.7119626177071777,0.4603211715325519
13,95.34266594191477,0.0703043671952724,1.708815056112015,0.7497061375681353,0.7573842082698753
14,54.30871293540448,0.06960351360634531,1.7459202012928847,0.7483597322887969,0.5172572819020138
15,40.549645353990805,0.06846317943525805,1.7375243958222752,0.7405167773059144,0.43442520283337266
16,64.95667341697767,0.06662621645302766,1.726210050875166,0.709912646780745,0.5784479823411554
17,57.93005617071749,0.06874232297687032,1.727739265980738,0.7180135757989147,0.5367927924743527
18,50.927002265819,0.07296328836941701,1.7680078234469208,0.7530975257214442,0.4995822319652471
19,27.81431928400771,0.07216156783710803,1.7579293430929739,0.7100102558397515,0.36088690687545566
20,58.00412795313477,0.06559047189211256,1.752443205456533,0.7474168999049849,0.5399785781050994
21,28.55943466791716,0.07095311218391424,1.7689505334584463,0.7158713490645989,0.366546694201239
22,64.01924556411065,0.07118302473424394,1.79701748553045,0.7536955910101769,0.5807355473849943
23,37.4154199264776,0.06829507542849532,1.7842088665809068,0.7203711675149136,0.4209562625158007
24,146.61288512078215,0.06880914605809875,1.7894313276418228,0.7214601289767701,1.071521447837874
25,112.55857538895826,0.06774687262672882,1.746386777119802,0.7200298542517255,0.864034495407904
26,49.98696372394254,0.07199736098382975,1.7797211679675755,0.7250718336116918,0.4952882471785949
